Student ID;Student Country;Question ID;Type of Answer;Question Level;Topic;Subtopic
340;Portugal;304;0;Basic;Probability ;Probability 
1525;Portugal;304;0;Basic;Probability ;Probability 
548;Portugal;304;0;Basic;Probability ;Probability 
1339;Portugal;306;0;Advanced;Linear Algebra;Linear Transformations
1091;Lithuania;306;1;Advanced;Linear Algebra;Linear Transformations
972;Portugal;306;0;Advanced;Linear Algebra;Linear Transformations
1146;Portugal;306;0;Advanced;Linear Algebra;Linear Transformations
1411;Portugal;306;1;Advanced;Linear Algebra;Linear Transformations
1427;Portugal;306;1;Advanced;Linear Algebra;Linear Transformations
1077;Portugal;306;0;Advanced;Linear Algebra;Linear Transformations
1428;Portugal;306;0;Advanced;Linear Algebra;Linear Transformations
1308;Italy;306;1;Advanced;Linear Algebra;Linear Transformations
1286;Italy;306;0;Advanced;Linear Algebra;Linear Transformations
1291;Italy;306;0;Advanced;Linear Algebra;Linear Transformations
72;Portugal;306;0;Advanced;Linear Algebra;Linear Transformations
840;Italy;306;0;Advanced;Linear Algebra;Linear Transformations
26;Portugal;308;1;Basic;Probability ;Probability 
1561;Portugal;309;0;Basic;Integration;Integration Techniques
411;Portugal;309;0;Basic;Integration;Integration Techniques
411;Portugal;311;0;Basic;Integration;Integration Techniques
1143;Portugal;313;0;Basic;Linear Algebra;Vector Spaces
750;Portugal;313;0;Basic;Linear Algebra;Vector Spaces
972;Portugal;313;0;Basic;Linear Algebra;Vector Spaces
1269;Portugal;313;0;Basic;Linear Algebra;Vector Spaces
1182;Portugal;313;0;Basic;Linear Algebra;Vector Spaces
1150;Portugal;313;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;313;0;Basic;Linear Algebra;Vector Spaces
1148;Portugal;313;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;313;0;Basic;Linear Algebra;Vector Spaces
1140;Portugal;313;0;Basic;Linear Algebra;Vector Spaces
966;Portugal;313;0;Basic;Linear Algebra;Vector Spaces
1130;Portugal;313;1;Basic;Linear Algebra;Vector Spaces
411;Portugal;313;1;Basic;Linear Algebra;Vector Spaces
955;Lithuania;313;0;Basic;Linear Algebra;Vector Spaces
1324;Italy;313;0;Basic;Linear Algebra;Vector Spaces
1308;Italy;313;1;Basic;Linear Algebra;Vector Spaces
1291;Italy;313;1;Basic;Linear Algebra;Vector Spaces
1286;Italy;313;0;Basic;Linear Algebra;Vector Spaces
1283;Italy;313;0;Basic;Linear Algebra;Vector Spaces
1565;Portugal;315;0;Advanced;Integration;Integration Techniques
1525;Portugal;316;0;Basic;Probability ;Probability 
1143;Portugal;317;0;Basic;Linear Algebra;Vector Spaces
457;Portugal;317;1;Basic;Linear Algebra;Vector Spaces
1182;Portugal;317;0;Basic;Linear Algebra;Vector Spaces
1150;Portugal;317;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;317;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;317;0;Basic;Linear Algebra;Vector Spaces
1148;Portugal;317;0;Basic;Linear Algebra;Vector Spaces
1146;Portugal;317;0;Basic;Linear Algebra;Vector Spaces
986;Portugal;317;1;Basic;Linear Algebra;Vector Spaces
411;Portugal;317;1;Basic;Linear Algebra;Vector Spaces
899;Lithuania;317;1;Basic;Linear Algebra;Vector Spaces
955;Lithuania;317;0;Basic;Linear Algebra;Vector Spaces
1324;Italy;317;1;Basic;Linear Algebra;Vector Spaces
1291;Italy;317;1;Basic;Linear Algebra;Vector Spaces
1286;Italy;317;0;Basic;Linear Algebra;Vector Spaces
840;Italy;317;1;Basic;Linear Algebra;Vector Spaces
1525;Portugal;318;0;Advanced;Probability ;Probability 
972;Portugal;319;0;Basic;Linear Algebra;Linear Transformations
1194;Portugal;319;1;Basic;Linear Algebra;Linear Transformations
1140;Portugal;319;0;Basic;Linear Algebra;Linear Transformations
966;Portugal;319;0;Basic;Linear Algebra;Linear Transformations
1077;Portugal;319;1;Basic;Linear Algebra;Linear Transformations
1284;Italy;319;0;Basic;Linear Algebra;Linear Transformations
840;Italy;319;1;Basic;Linear Algebra;Linear Transformations
340;Portugal;320;0;Advanced;Probability ;Probability 
1339;Portugal;321;1;Basic;Linear Algebra;Linear Transformations
956;Portugal;321;0;Basic;Linear Algebra;Linear Transformations
972;Portugal;321;0;Basic;Linear Algebra;Linear Transformations
1253;Portugal;321;0;Basic;Linear Algebra;Linear Transformations
1146;Portugal;321;0;Basic;Linear Algebra;Linear Transformations
1334;Portugal;321;0;Basic;Linear Algebra;Linear Transformations
1109;Portugal;321;0;Basic;Linear Algebra;Linear Transformations
1173;Portugal;321;0;Basic;Linear Algebra;Linear Transformations
1140;Portugal;321;0;Basic;Linear Algebra;Linear Transformations
1281;Portugal;321;0;Basic;Linear Algebra;Linear Transformations
966;Portugal;321;0;Basic;Linear Algebra;Linear Transformations
1077;Portugal;321;0;Basic;Linear Algebra;Linear Transformations
1149;Portugal;321;1;Basic;Linear Algebra;Linear Transformations
899;Lithuania;321;0;Basic;Linear Algebra;Linear Transformations
1324;Italy;321;0;Basic;Linear Algebra;Linear Transformations
1291;Italy;321;0;Basic;Linear Algebra;Linear Transformations
840;Italy;321;0;Basic;Linear Algebra;Linear Transformations
1339;Portugal;323;1;Basic;Linear Algebra;Linear Transformations
956;Portugal;323;0;Basic;Linear Algebra;Linear Transformations
1143;Portugal;323;1;Basic;Linear Algebra;Linear Transformations
510;Portugal;323;1;Basic;Linear Algebra;Linear Transformations
972;Portugal;323;0;Basic;Linear Algebra;Linear Transformations
1194;Portugal;323;1;Basic;Linear Algebra;Linear Transformations
1253;Portugal;323;0;Basic;Linear Algebra;Linear Transformations
1219;Portugal;323;0;Basic;Linear Algebra;Linear Transformations
1334;Portugal;323;1;Basic;Linear Algebra;Linear Transformations
1173;Portugal;323;1;Basic;Linear Algebra;Linear Transformations
1140;Portugal;323;0;Basic;Linear Algebra;Linear Transformations
1279;Portugal;323;1;Basic;Linear Algebra;Linear Transformations
1281;Portugal;323;0;Basic;Linear Algebra;Linear Transformations
966;Portugal;323;0;Basic;Linear Algebra;Linear Transformations
1149;Portugal;323;1;Basic;Linear Algebra;Linear Transformations
958;Lithuania;323;0;Basic;Linear Algebra;Linear Transformations
1324;Italy;323;0;Basic;Linear Algebra;Linear Transformations
1284;Italy;323;0;Basic;Linear Algebra;Linear Transformations
72;Portugal;323;0;Basic;Linear Algebra;Linear Transformations
1339;Portugal;324;1;Basic;Linear Algebra;Linear Transformations
956;Portugal;324;0;Basic;Linear Algebra;Linear Transformations
1143;Portugal;324;1;Basic;Linear Algebra;Linear Transformations
972;Portugal;324;0;Basic;Linear Algebra;Linear Transformations
1194;Portugal;324;1;Basic;Linear Algebra;Linear Transformations
1146;Portugal;324;1;Basic;Linear Algebra;Linear Transformations
1109;Portugal;324;1;Basic;Linear Algebra;Linear Transformations
1173;Portugal;324;0;Basic;Linear Algebra;Linear Transformations
1279;Portugal;324;1;Basic;Linear Algebra;Linear Transformations
966;Portugal;324;0;Basic;Linear Algebra;Linear Transformations
1077;Portugal;324;1;Basic;Linear Algebra;Linear Transformations
986;Portugal;324;0;Basic;Linear Algebra;Linear Transformations
899;Lithuania;324;1;Basic;Linear Algebra;Linear Transformations
1428;Portugal;324;1;Basic;Linear Algebra;Linear Transformations
958;Lithuania;324;0;Basic;Linear Algebra;Linear Transformations
1324;Italy;324;0;Basic;Linear Algebra;Linear Transformations
1284;Italy;324;0;Basic;Linear Algebra;Linear Transformations
840;Italy;324;1;Basic;Linear Algebra;Linear Transformations
956;Portugal;325;0;Basic;Linear Algebra;Linear Transformations
1091;Lithuania;325;1;Basic;Linear Algebra;Linear Transformations
972;Portugal;325;0;Basic;Linear Algebra;Linear Transformations
1194;Portugal;325;1;Basic;Linear Algebra;Linear Transformations
1157;Portugal;325;0;Basic;Linear Algebra;Linear Transformations
1219;Portugal;325;0;Basic;Linear Algebra;Linear Transformations
966;Portugal;325;0;Basic;Linear Algebra;Linear Transformations
986;Portugal;325;1;Basic;Linear Algebra;Linear Transformations
1149;Portugal;325;1;Basic;Linear Algebra;Linear Transformations
1173;Portugal;325;0;Basic;Linear Algebra;Linear Transformations
1428;Portugal;325;1;Basic;Linear Algebra;Linear Transformations
955;Lithuania;325;0;Basic;Linear Algebra;Linear Transformations
1284;Italy;325;0;Basic;Linear Algebra;Linear Transformations
840;Italy;325;1;Basic;Linear Algebra;Linear Transformations
90;Lithuania;326;0;Basic;Complex Numbers;Complex Numbers
457;Portugal;326;1;Basic;Complex Numbers;Complex Numbers
769;Portugal;326;0;Basic;Complex Numbers;Complex Numbers
411;Portugal;326;0;Basic;Complex Numbers;Complex Numbers
419;Portugal;326;0;Basic;Complex Numbers;Complex Numbers
421;Portugal;326;0;Basic;Complex Numbers;Complex Numbers
72;Portugal;326;0;Basic;Complex Numbers;Complex Numbers
90;Lithuania;327;1;Basic;Complex Numbers;Complex Numbers
128;Lithuania;327;0;Basic;Complex Numbers;Complex Numbers
769;Portugal;327;0;Basic;Complex Numbers;Complex Numbers
421;Portugal;327;0;Basic;Complex Numbers;Complex Numbers
72;Portugal;327;0;Basic;Complex Numbers;Complex Numbers
90;Lithuania;328;0;Basic;Complex Numbers;Complex Numbers
457;Portugal;328;0;Basic;Complex Numbers;Complex Numbers
415;Portugal;328;0;Basic;Complex Numbers;Complex Numbers
411;Portugal;328;0;Basic;Complex Numbers;Complex Numbers
419;Portugal;328;0;Basic;Complex Numbers;Complex Numbers
551;Lithuania;328;0;Basic;Complex Numbers;Complex Numbers
421;Portugal;328;0;Basic;Complex Numbers;Complex Numbers
72;Portugal;328;0;Basic;Complex Numbers;Complex Numbers
90;Lithuania;329;0;Basic;Complex Numbers;Complex Numbers
128;Lithuania;329;0;Basic;Complex Numbers;Complex Numbers
415;Portugal;329;0;Basic;Complex Numbers;Complex Numbers
419;Portugal;329;1;Basic;Complex Numbers;Complex Numbers
551;Lithuania;329;0;Basic;Complex Numbers;Complex Numbers
72;Portugal;329;0;Basic;Complex Numbers;Complex Numbers
457;Portugal;330;1;Basic;Complex Numbers;Complex Numbers
411;Portugal;330;0;Basic;Complex Numbers;Complex Numbers
419;Portugal;330;0;Basic;Complex Numbers;Complex Numbers
90;Lithuania;331;0;Basic;Complex Numbers;Complex Numbers
128;Lithuania;331;0;Basic;Complex Numbers;Complex Numbers
411;Portugal;331;0;Basic;Complex Numbers;Complex Numbers
419;Portugal;331;0;Basic;Complex Numbers;Complex Numbers
421;Portugal;331;1;Basic;Complex Numbers;Complex Numbers
457;Portugal;332;1;Basic;Complex Numbers;Complex Numbers
769;Portugal;332;0;Basic;Complex Numbers;Complex Numbers
411;Portugal;332;0;Basic;Complex Numbers;Complex Numbers
551;Lithuania;332;0;Basic;Complex Numbers;Complex Numbers
466;Portugal;333;0;Advanced;Complex Numbers;Complex Numbers
397;Portugal;333;0;Advanced;Complex Numbers;Complex Numbers
470;Portugal;333;1;Advanced;Complex Numbers;Complex Numbers
128;Lithuania;334;0;Basic;Complex Numbers;Complex Numbers
769;Portugal;334;0;Basic;Complex Numbers;Complex Numbers
411;Portugal;334;0;Basic;Complex Numbers;Complex Numbers
72;Portugal;334;0;Basic;Complex Numbers;Complex Numbers
576;Ireland;335;0;Basic;Complex Numbers;Complex Numbers
128;Lithuania;335;0;Basic;Complex Numbers;Complex Numbers
69;Portugal;335;0;Basic;Complex Numbers;Complex Numbers
415;Portugal;335;0;Basic;Complex Numbers;Complex Numbers
411;Portugal;335;0;Basic;Complex Numbers;Complex Numbers
551;Lithuania;335;0;Basic;Complex Numbers;Complex Numbers
72;Portugal;335;0;Basic;Complex Numbers;Complex Numbers
128;Lithuania;336;0;Basic;Complex Numbers;Complex Numbers
457;Portugal;336;0;Basic;Complex Numbers;Complex Numbers
415;Portugal;336;0;Basic;Complex Numbers;Complex Numbers
411;Portugal;336;0;Basic;Complex Numbers;Complex Numbers
551;Lithuania;336;0;Basic;Complex Numbers;Complex Numbers
128;Lithuania;337;0;Basic;Complex Numbers;Complex Numbers
457;Portugal;337;0;Basic;Complex Numbers;Complex Numbers
411;Portugal;337;0;Basic;Complex Numbers;Complex Numbers
90;Lithuania;338;0;Basic;Complex Numbers;Complex Numbers
128;Lithuania;338;0;Basic;Complex Numbers;Complex Numbers
415;Portugal;338;0;Basic;Complex Numbers;Complex Numbers
769;Portugal;338;0;Basic;Complex Numbers;Complex Numbers
411;Portugal;338;0;Basic;Complex Numbers;Complex Numbers
72;Portugal;338;0;Basic;Complex Numbers;Complex Numbers
128;Lithuania;339;0;Basic;Complex Numbers;Complex Numbers
415;Portugal;339;0;Basic;Complex Numbers;Complex Numbers
769;Portugal;339;0;Basic;Complex Numbers;Complex Numbers
411;Portugal;339;0;Basic;Complex Numbers;Complex Numbers
72;Portugal;339;0;Basic;Complex Numbers;Complex Numbers
466;Portugal;340;0;Advanced;Complex Numbers;Complex Numbers
457;Portugal;340;1;Advanced;Complex Numbers;Complex Numbers
1247;Portugal;340;0;Advanced;Complex Numbers;Complex Numbers
470;Portugal;340;1;Advanced;Complex Numbers;Complex Numbers
551;Lithuania;340;0;Advanced;Complex Numbers;Complex Numbers
128;Lithuania;341;0;Basic;Complex Numbers;Complex Numbers
457;Portugal;341;1;Basic;Complex Numbers;Complex Numbers
411;Portugal;341;0;Basic;Complex Numbers;Complex Numbers
421;Portugal;341;0;Basic;Complex Numbers;Complex Numbers
90;Lithuania;342;0;Basic;Complex Numbers;Complex Numbers
128;Lithuania;342;1;Basic;Complex Numbers;Complex Numbers
411;Portugal;342;0;Basic;Complex Numbers;Complex Numbers
551;Lithuania;342;0;Basic;Complex Numbers;Complex Numbers
72;Portugal;342;0;Basic;Complex Numbers;Complex Numbers
466;Portugal;345;0;Advanced;Complex Numbers;Complex Numbers
1247;Portugal;345;1;Advanced;Complex Numbers;Complex Numbers
470;Portugal;345;0;Advanced;Complex Numbers;Complex Numbers
466;Portugal;346;0;Advanced;Complex Numbers;Complex Numbers
457;Portugal;346;1;Advanced;Complex Numbers;Complex Numbers
470;Portugal;346;1;Advanced;Complex Numbers;Complex Numbers
466;Portugal;347;1;Advanced;Complex Numbers;Complex Numbers
457;Portugal;347;1;Advanced;Complex Numbers;Complex Numbers
1247;Portugal;347;0;Advanced;Complex Numbers;Complex Numbers
470;Portugal;347;1;Advanced;Complex Numbers;Complex Numbers
551;Lithuania;347;0;Advanced;Complex Numbers;Complex Numbers
457;Portugal;348;1;Advanced;Complex Numbers;Complex Numbers
1247;Portugal;349;1;Advanced;Complex Numbers;Complex Numbers
470;Portugal;349;1;Advanced;Complex Numbers;Complex Numbers
551;Lithuania;349;1;Advanced;Complex Numbers;Complex Numbers
466;Portugal;350;0;Advanced;Complex Numbers;Complex Numbers
457;Portugal;350;1;Advanced;Complex Numbers;Complex Numbers
457;Portugal;351;1;Advanced;Complex Numbers;Complex Numbers
470;Portugal;351;0;Advanced;Complex Numbers;Complex Numbers
457;Portugal;352;1;Advanced;Complex Numbers;Complex Numbers
551;Lithuania;352;0;Advanced;Complex Numbers;Complex Numbers
90;Lithuania;353;0;Basic;Complex Numbers;Complex Numbers
69;Portugal;353;1;Basic;Complex Numbers;Complex Numbers
769;Portugal;353;0;Basic;Complex Numbers;Complex Numbers
419;Portugal;353;0;Basic;Complex Numbers;Complex Numbers
551;Lithuania;353;0;Basic;Complex Numbers;Complex Numbers
421;Portugal;353;0;Basic;Complex Numbers;Complex Numbers
90;Lithuania;354;1;Advanced;Complex Numbers;Complex Numbers
466;Portugal;354;0;Advanced;Complex Numbers;Complex Numbers
457;Portugal;354;1;Advanced;Complex Numbers;Complex Numbers
397;Portugal;354;1;Advanced;Complex Numbers;Complex Numbers
470;Portugal;354;1;Advanced;Complex Numbers;Complex Numbers
90;Lithuania;355;0;Advanced;Complex Numbers;Complex Numbers
466;Portugal;355;0;Advanced;Complex Numbers;Complex Numbers
1247;Portugal;355;0;Advanced;Complex Numbers;Complex Numbers
397;Portugal;355;0;Advanced;Complex Numbers;Complex Numbers
470;Portugal;355;1;Advanced;Complex Numbers;Complex Numbers
551;Lithuania;355;0;Advanced;Complex Numbers;Complex Numbers
1247;Portugal;356;0;Advanced;Complex Numbers;Complex Numbers
397;Portugal;356;0;Advanced;Complex Numbers;Complex Numbers
457;Portugal;357;1;Advanced;Complex Numbers;Complex Numbers
1247;Portugal;357;0;Advanced;Complex Numbers;Complex Numbers
397;Portugal;357;0;Advanced;Complex Numbers;Complex Numbers
470;Portugal;357;1;Advanced;Complex Numbers;Complex Numbers
466;Portugal;358;1;Advanced;Complex Numbers;Complex Numbers
397;Portugal;358;0;Advanced;Complex Numbers;Complex Numbers
551;Lithuania;358;0;Advanced;Complex Numbers;Complex Numbers
457;Portugal;359;1;Advanced;Complex Numbers;Complex Numbers
470;Portugal;359;1;Advanced;Complex Numbers;Complex Numbers
551;Lithuania;359;1;Advanced;Complex Numbers;Complex Numbers
90;Lithuania;360;0;Basic;Complex Numbers;Complex Numbers
415;Portugal;360;0;Basic;Complex Numbers;Complex Numbers
419;Portugal;360;0;Basic;Complex Numbers;Complex Numbers
421;Portugal;360;0;Basic;Complex Numbers;Complex Numbers
576;Ireland;363;0;Basic;Fundamental Mathematics;Elementary Geometry
189;Portugal;363;0;Basic;Fundamental Mathematics;Elementary Geometry
511;Portugal;364;1;Basic;Fundamental Mathematics;Elementary Geometry
198;Italy;364;0;Basic;Fundamental Mathematics;Elementary Geometry
131;Lithuania;365;1;Advanced;Graph Theory;Graph Theory
198;Italy;367;0;Basic;Fundamental Mathematics;Elementary Geometry
510;Portugal;368;0;Basic;Fundamental Mathematics;Elementary Geometry
198;Italy;368;0;Basic;Fundamental Mathematics;Elementary Geometry
189;Portugal;369;0;Basic;Fundamental Mathematics;Elementary Geometry
189;Portugal;371;0;Basic;Fundamental Mathematics;Elementary Geometry
131;Lithuania;373;1;Advanced;Graph Theory;Graph Theory
956;Portugal;375;0;Basic;Linear Algebra;Linear Transformations
972;Portugal;375;0;Basic;Linear Algebra;Linear Transformations
1194;Portugal;375;1;Basic;Linear Algebra;Linear Transformations
1158;Portugal;375;1;Basic;Linear Algebra;Linear Transformations
1182;Portugal;375;0;Basic;Linear Algebra;Linear Transformations
1219;Portugal;375;0;Basic;Linear Algebra;Linear Transformations
1146;Portugal;375;0;Basic;Linear Algebra;Linear Transformations
1334;Portugal;375;0;Basic;Linear Algebra;Linear Transformations
1109;Portugal;375;0;Basic;Linear Algebra;Linear Transformations
966;Portugal;375;0;Basic;Linear Algebra;Linear Transformations
899;Lithuania;375;1;Basic;Linear Algebra;Linear Transformations
958;Lithuania;375;0;Basic;Linear Algebra;Linear Transformations
1284;Italy;375;0;Basic;Linear Algebra;Linear Transformations
840;Italy;375;1;Basic;Linear Algebra;Linear Transformations
956;Portugal;376;0;Basic;Linear Algebra;Linear Transformations
972;Portugal;376;0;Basic;Linear Algebra;Linear Transformations
1194;Portugal;376;1;Basic;Linear Algebra;Linear Transformations
1158;Portugal;376;1;Basic;Linear Algebra;Linear Transformations
1182;Portugal;376;0;Basic;Linear Algebra;Linear Transformations
1219;Portugal;376;0;Basic;Linear Algebra;Linear Transformations
1279;Portugal;376;1;Basic;Linear Algebra;Linear Transformations
966;Portugal;376;0;Basic;Linear Algebra;Linear Transformations
986;Portugal;376;1;Basic;Linear Algebra;Linear Transformations
1173;Portugal;376;0;Basic;Linear Algebra;Linear Transformations
1428;Portugal;376;1;Basic;Linear Algebra;Linear Transformations
955;Lithuania;376;0;Basic;Linear Algebra;Linear Transformations
958;Lithuania;376;0;Basic;Linear Algebra;Linear Transformations
1324;Italy;376;0;Basic;Linear Algebra;Linear Transformations
1291;Italy;376;0;Basic;Linear Algebra;Linear Transformations
840;Italy;376;0;Basic;Linear Algebra;Linear Transformations
1339;Portugal;377;1;Basic;Linear Algebra;Linear Transformations
1143;Portugal;377;1;Basic;Linear Algebra;Linear Transformations
972;Portugal;377;0;Basic;Linear Algebra;Linear Transformations
1194;Portugal;377;1;Basic;Linear Algebra;Linear Transformations
1182;Portugal;377;0;Basic;Linear Algebra;Linear Transformations
1219;Portugal;377;0;Basic;Linear Algebra;Linear Transformations
1334;Portugal;377;1;Basic;Linear Algebra;Linear Transformations
1109;Portugal;377;0;Basic;Linear Algebra;Linear Transformations
1279;Portugal;377;1;Basic;Linear Algebra;Linear Transformations
1146;Portugal;377;0;Basic;Linear Algebra;Linear Transformations
1173;Portugal;377;0;Basic;Linear Algebra;Linear Transformations
899;Lithuania;377;0;Basic;Linear Algebra;Linear Transformations
840;Italy;377;1;Basic;Linear Algebra;Linear Transformations
1339;Portugal;378;1;Basic;Linear Algebra;Linear Transformations
1143;Portugal;378;1;Basic;Linear Algebra;Linear Transformations
972;Portugal;378;0;Basic;Linear Algebra;Linear Transformations
1219;Portugal;378;1;Basic;Linear Algebra;Linear Transformations
1146;Portugal;378;0;Basic;Linear Algebra;Linear Transformations
966;Portugal;378;0;Basic;Linear Algebra;Linear Transformations
986;Portugal;378;0;Basic;Linear Algebra;Linear Transformations
1149;Portugal;378;0;Basic;Linear Algebra;Linear Transformations
1173;Portugal;378;0;Basic;Linear Algebra;Linear Transformations
955;Lithuania;378;1;Basic;Linear Algebra;Linear Transformations
958;Lithuania;378;0;Basic;Linear Algebra;Linear Transformations
1324;Italy;378;0;Basic;Linear Algebra;Linear Transformations
1291;Italy;378;1;Basic;Linear Algebra;Linear Transformations
840;Italy;378;1;Basic;Linear Algebra;Linear Transformations
576;Ireland;379;1;Basic;Linear Algebra;Linear Transformations
1194;Portugal;379;1;Basic;Linear Algebra;Linear Transformations
1219;Portugal;379;0;Basic;Linear Algebra;Linear Transformations
1146;Portugal;379;0;Basic;Linear Algebra;Linear Transformations
1173;Portugal;379;0;Basic;Linear Algebra;Linear Transformations
1281;Portugal;379;0;Basic;Linear Algebra;Linear Transformations
966;Portugal;379;0;Basic;Linear Algebra;Linear Transformations
1428;Portugal;379;1;Basic;Linear Algebra;Linear Transformations
955;Lithuania;379;0;Basic;Linear Algebra;Linear Transformations
1324;Italy;379;0;Basic;Linear Algebra;Linear Transformations
1284;Italy;379;0;Basic;Linear Algebra;Linear Transformations
1291;Italy;379;0;Basic;Linear Algebra;Linear Transformations
72;Portugal;379;0;Basic;Linear Algebra;Linear Transformations
1150;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations
986;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations
1277;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations
1427;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations
1353;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations
1334;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations
1411;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations
955;Lithuania;380;0;Advanced;Linear Algebra;Linear Transformations
1308;Italy;380;1;Advanced;Linear Algebra;Linear Transformations
72;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations
1339;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations
1150;Portugal;381;0;Advanced;Linear Algebra;Linear Transformations
986;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations
1277;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations
1126;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations
1353;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations
1411;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations
1428;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations
955;Lithuania;381;0;Advanced;Linear Algebra;Linear Transformations
1308;Italy;381;1;Advanced;Linear Algebra;Linear Transformations
840;Italy;381;1;Advanced;Linear Algebra;Linear Transformations
1339;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations
972;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations
1420;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations
1077;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations
1427;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations
1411;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations
1428;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations
955;Lithuania;382;0;Advanced;Linear Algebra;Linear Transformations
1308;Italy;382;1;Advanced;Linear Algebra;Linear Transformations
840;Italy;382;1;Advanced;Linear Algebra;Linear Transformations
1339;Portugal;383;0;Basic;Linear Algebra;Linear Transformations
1143;Portugal;383;1;Basic;Linear Algebra;Linear Transformations
1091;Lithuania;383;1;Basic;Linear Algebra;Linear Transformations
972;Portugal;383;0;Basic;Linear Algebra;Linear Transformations
1157;Portugal;383;0;Basic;Linear Algebra;Linear Transformations
1109;Portugal;383;1;Basic;Linear Algebra;Linear Transformations
1146;Portugal;383;1;Basic;Linear Algebra;Linear Transformations
1279;Portugal;383;1;Basic;Linear Algebra;Linear Transformations
966;Portugal;383;0;Basic;Linear Algebra;Linear Transformations
1077;Portugal;383;1;Basic;Linear Algebra;Linear Transformations
1149;Portugal;383;1;Basic;Linear Algebra;Linear Transformations
1173;Portugal;383;0;Basic;Linear Algebra;Linear Transformations
899;Lithuania;383;0;Basic;Linear Algebra;Linear Transformations
1428;Portugal;383;1;Basic;Linear Algebra;Linear Transformations
955;Lithuania;383;0;Basic;Linear Algebra;Linear Transformations
1324;Italy;383;0;Basic;Linear Algebra;Linear Transformations
840;Italy;383;1;Basic;Linear Algebra;Linear Transformations
1143;Portugal;384;1;Basic;Linear Algebra;Linear Transformations
972;Portugal;384;0;Basic;Linear Algebra;Linear Transformations
1158;Portugal;384;0;Basic;Linear Algebra;Linear Transformations
1157;Portugal;384;0;Basic;Linear Algebra;Linear Transformations
1219;Portugal;384;0;Basic;Linear Algebra;Linear Transformations
1149;Portugal;384;0;Basic;Linear Algebra;Linear Transformations
1146;Portugal;384;1;Basic;Linear Algebra;Linear Transformations
966;Portugal;384;0;Basic;Linear Algebra;Linear Transformations
1173;Portugal;384;0;Basic;Linear Algebra;Linear Transformations
899;Lithuania;384;0;Basic;Linear Algebra;Linear Transformations
955;Lithuania;384;0;Basic;Linear Algebra;Linear Transformations
1324;Italy;384;0;Basic;Linear Algebra;Linear Transformations
840;Italy;384;1;Basic;Linear Algebra;Linear Transformations
1146;Portugal;385;0;Advanced;Linear Algebra;Linear Transformations
1420;Portugal;385;1;Advanced;Linear Algebra;Linear Transformations
1411;Portugal;385;1;Advanced;Linear Algebra;Linear Transformations
1334;Portugal;385;0;Advanced;Linear Algebra;Linear Transformations
1427;Portugal;385;1;Advanced;Linear Algebra;Linear Transformations
955;Lithuania;385;0;Advanced;Linear Algebra;Linear Transformations
1291;Italy;385;0;Advanced;Linear Algebra;Linear Transformations
72;Portugal;385;0;Advanced;Linear Algebra;Linear Transformations
165;Portugal;391;0;Basic;Integration;Integration Techniques
918;Portugal;391;0;Basic;Integration;Integration Techniques
1565;Portugal;391;0;Basic;Integration;Integration Techniques
411;Portugal;391;0;Basic;Integration;Integration Techniques
165;Portugal;393;0;Basic;Integration;Integration Techniques
411;Portugal;393;0;Basic;Integration;Integration Techniques
918;Portugal;394;0;Basic;Integration;Integration Techniques
1565;Portugal;394;0;Basic;Integration;Integration Techniques
918;Portugal;397;0;Basic;Integration;Integration Techniques
918;Portugal;399;0;Basic;Integration;Integration Techniques
1564;Portugal;399;0;Basic;Integration;Integration Techniques
918;Portugal;401;0;Basic;Integration;Integration Techniques
1565;Portugal;401;0;Basic;Integration;Integration Techniques
1564;Portugal;401;0;Basic;Integration;Integration Techniques
411;Portugal;401;0;Basic;Integration;Integration Techniques
1561;Portugal;403;0;Advanced;Integration;Integration Techniques
1564;Portugal;406;0;Basic;Integration;Integration Techniques
411;Portugal;406;0;Basic;Integration;Integration Techniques
1561;Portugal;408;0;Advanced;Integration;Integration Techniques
1561;Portugal;410;0;Advanced;Integration;Integration Techniques
